# Avastel long time infected IPs blocklist
# Last update: Mon Mar 04 2024 00:03:51 GMT+0000 (Coordinated Universal Time)
# Number IPs blocked: 12735

ip_address;num_days;autonomous_system
105.243.156.21;57;Vodacom-VB
105.244.8.242;44;Vodacom-VB
105.246.225.93;33;
106.1.90.237;49;Taiwan Fixed Network, Telco and Network Service Provider.
106.1.93.49;17;Taiwan Fixed Network, Telco and Network Service Provider.
106.1.107.185;16;Taiwan Fixed Network, Telco and Network Service Provider.
106.1.112.64;19;Taiwan Fixed Network, Telco and Network Service Provider.
106.38.18.66;41;China Networks Inter-Exchange
106.51.1.103;53;Atria Convergence Technologies Pvt. Ltd. Broadband Internet Service Provider INDIA
106.51.5.17;34;Atria Convergence Technologies Pvt. Ltd. Broadband Internet Service Provider INDIA
106.51.5.132;26;Atria Convergence Technologies Pvt. Ltd. Broadband Internet Service Provider INDIA
106.51.20.178;43;Atria Convergence Technologies Pvt. Ltd. Broadband Internet Service Provider INDIA
106.51.37.191;43;Atria Convergence Technologies Pvt. Ltd. Broadband Internet Service Provider INDIA
106.51.38.160;44;Atria Convergence Technologies Pvt. Ltd. Broadband Internet Service Provider INDIA
106.51.62.14;25;Atria Convergence Technologies Pvt. Ltd. Broadband Internet Service Provider INDIA
106.51.64.210;51;Atria Convergence Technologies Pvt. Ltd. Broadband Internet Service Provider INDIA
106.51.65.251;38;Atria Convergence Technologies Pvt. Ltd. Broadband Internet Service Provider INDIA
106.51.66.221;38;Atria Convergence Technologies Pvt. Ltd. Broadband Internet Service Provider INDIA
106.51.69.47;59;Atria Convergence Technologies Pvt. Ltd. Broadband Internet Service Provider INDIA
106.51.72.156;33;Atria Convergence Technologies Pvt. Ltd. Broadband Internet Service Provider INDIA
106.51.72.157;40;Atria Convergence Technologies Pvt. Ltd. Broadband Internet Service Provider INDIA
106.51.77.12;54;Atria Convergence Technologies Pvt. Ltd. Broadband Internet Service Provider INDIA
106.51.77.39;23;Atria Convergence Technologies Pvt. Ltd. Broadband Internet Service Provider INDIA
106.51.79.149;47;Atria Convergence Technologies Pvt. Ltd. Broadband Internet Service Provider INDIA
106.51.79.168;54;Atria Convergence Technologies Pvt. Ltd. Broadband Internet Service Provider INDIA
106.51.81.36;50;Atria Convergence Technologies Pvt. Ltd. Broadband Internet Service Provider INDIA
106.51.81.235;43;Atria Convergence Technologies Pvt. Ltd. Broadband Internet Service Provider INDIA
106.51.82.122;29;Atria Convergence Technologies Pvt. Ltd. Broadband Internet Service Provider INDIA
106.51.82.201;40;Atria Convergence Technologies Pvt. Ltd. Broadband Internet Service Provider INDIA
106.51.84.124;43;Atria Convergence Technologies Pvt. Ltd. Broadband Internet Service Provider INDIA
106.51.85.130;44;Atria Convergence Technologies Pvt. Ltd. Broadband Internet Service Provider INDIA
106.51.88.113;42;Atria Convergence Technologies Pvt. Ltd. Broadband Internet Service Provider INDIA
106.51.88.124;53;Atria Convergence Technologies Pvt. Ltd. Broadband Internet Service Provider INDIA
106.51.91.6;37;Atria Convergence Technologies Pvt. Ltd. Broadband Internet Service Provider INDIA
106.51.105.15;32;Atria Convergence Technologies Pvt. Ltd. Broadband Internet Service Provider INDIA
106.51.175.30;20;ACTFIBERNET Pvt Ltd
106.51.226.11;23;Atria Convergence Technologies Pvt. Ltd. Broadband Internet Service Provider INDIA
106.55.54.44;27;Shenzhen Tencent Computer Systems Company Limited
106.58.164.84;27;Chinanet
106.58.164.95;27;Chinanet
106.58.165.88;27;Chinanet
106.58.166.180;27;Chinanet
106.58.178.2;26;Chinanet
106.58.178.111;27;Chinanet
106.58.184.58;27;Chinanet
106.58.210.135;27;Chinanet
106.58.211.156;27;Chinanet
106.58.212.195;27;Chinanet
106.58.212.201;27;Chinanet
106.58.215.167;27;Chinanet
106.58.217.61;27;Chinanet
106.58.217.149;27;Chinanet
106.58.219.212;27;Chinanet
106.58.221.13;27;Chinanet
106.75.5.101;57;Guangdong Mobile Communication Co.Ltd.
106.75.61.119;55;Guangdong Mobile Communication Co.Ltd.
106.75.64.13;44;Guangdong Mobile Communication Co.Ltd.
106.75.72.144;55;Guangdong Mobile Communication Co.Ltd.
106.75.74.196;56;Guangdong Mobile Communication Co.Ltd.
106.75.80.90;57;Guangdong Mobile Communication Co.Ltd.
106.75.92.190;52;Guangdong Mobile Communication Co.Ltd.
106.75.95.40;33;Guangdong Mobile Communication Co.Ltd.
106.75.96.125;33;Guangdong Mobile Communication Co.Ltd.
106.75.98.106;58;Guangdong Mobile Communication Co.Ltd.
106.75.98.123;45;Guangdong Mobile Communication Co.Ltd.
106.75.98.141;47;Guangdong Mobile Communication Co.Ltd.
106.75.98.174;22;Guangdong Mobile Communication Co.Ltd.
106.75.98.215;48;Guangdong Mobile Communication Co.Ltd.
106.75.128.217;21;CHINANET Guangdong province network
106.75.129.136;21;CHINANET Guangdong province network
106.75.133.231;21;CHINANET Guangdong province network
106.75.136.29;21;CHINANET Guangdong province network
106.75.136.128;19;CHINANET Guangdong province network
106.75.147.145;19;CHINANET Guangdong province network
106.75.148.239;20;CHINANET Guangdong province network
106.75.245.66;27;China Telecom Group
106.75.254.159;27;China Telecom Group
106.104.120.25;36;Digital United Inc.
106.107.238.27;21;Taiwan Infrastructure Network Technologie
106.116.169.71;25;Chinanet
106.201.233.9;50;Bharti Airtel Ltd., Telemedia Services
106.225.199.24;27;CHINANET Jiangx province IDC network
106.225.199.92;27;CHINANET Jiangx province IDC network
106.250.199.244;51;LG DACOM Corporation
107.1.23.234;51;COMCAST-7922
107.9.64.120;24;TWC-7843-BB
107.11.227.152;37;TWC-10796-MIDWEST
107.13.16.127;37;TWC-11426-CAROLINAS
107.15.140.124;23;TWC-11426-CAROLINAS
107.144.128.130;44;BHN-33363
107.150.101.55;16;UCLOUD INFORMATION TECHNOLOGY HK LIMITED
107.151.182.46;15;ZEN-ECN
107.151.182.58;18;ZEN-ECN
107.151.182.62;48;ZEN-ECN
107.151.199.85;44;
107.151.200.103;15;
107.151.204.247;47;
107.151.204.248;34;
107.151.243.84;56;
107.151.253.193;40;
107.170.208.4;20;DIGITALOCEAN-ASN
107.170.224.11;15;DIGITALOCEAN-ASN
107.170.224.58;43;DIGITALOCEAN-ASN
107.170.225.17;18;DIGITALOCEAN-ASN
107.170.225.23;31;DIGITALOCEAN-ASN
107.170.226.36;41;DIGITALOCEAN-ASN
107.170.227.15;53;DIGITALOCEAN-ASN
107.170.227.25;49;DIGITALOCEAN-ASN
107.170.229.26;28;DIGITALOCEAN-ASN
107.170.229.45;23;DIGITALOCEAN-ASN
107.170.230.37;39;DIGITALOCEAN-ASN
107.170.232.38;30;DIGITALOCEAN-ASN
107.170.232.50;27;DIGITALOCEAN-ASN
107.170.235.17;36;DIGITALOCEAN-ASN
107.170.235.34;44;DIGITALOCEAN-ASN
107.170.235.38;36;DIGITALOCEAN-ASN
107.170.236.31;21;DIGITALOCEAN-ASN
107.170.237.15;35;DIGITALOCEAN-ASN
107.170.237.74;32;DIGITALOCEAN-ASN
107.170.238.45;41;DIGITALOCEAN-ASN
107.170.239.39;50;DIGITALOCEAN-ASN
107.170.240.35;39;DIGITALOCEAN-ASN
107.170.240.42;40;DIGITALOCEAN-ASN
107.170.240.59;30;DIGITALOCEAN-ASN
107.170.241.18;31;DIGITALOCEAN-ASN
107.170.241.19;55;DIGITALOCEAN-ASN
107.170.243.8;34;DIGITALOCEAN-ASN
107.170.243.32;44;DIGITALOCEAN-ASN
107.170.243.44;16;DIGITALOCEAN-ASN
107.170.244.10;30;DIGITALOCEAN-ASN
107.170.245.12;48;DIGITALOCEAN-ASN
107.170.245.26;18;DIGITALOCEAN-ASN
107.170.245.32;51;DIGITALOCEAN-ASN
107.170.245.35;47;DIGITALOCEAN-ASN
107.170.245.37;48;DIGITALOCEAN-ASN
107.170.246.19;37;DIGITALOCEAN-ASN
107.170.246.36;29;DIGITALOCEAN-ASN
107.170.246.45;37;DIGITALOCEAN-ASN
107.170.247.22;47;DIGITALOCEAN-ASN
107.170.247.40;47;DIGITALOCEAN-ASN
107.170.247.42;48;DIGITALOCEAN-ASN
107.170.247.45;52;DIGITALOCEAN-ASN
107.170.248.6;29;DIGITALOCEAN-ASN
107.170.252.18;30;DIGITALOCEAN-ASN
107.170.252.35;34;DIGITALOCEAN-ASN
107.170.252.46;34;DIGITALOCEAN-ASN
107.170.252.53;28;DIGITALOCEAN-ASN
107.170.253.7;30;DIGITALOCEAN-ASN
107.170.253.9;43;DIGITALOCEAN-ASN
107.170.254.6;28;DIGITALOCEAN-ASN
107.170.254.16;17;DIGITALOCEAN-ASN
107.170.254.17;34;DIGITALOCEAN-ASN
107.170.254.26;54;DIGITALOCEAN-ASN
107.170.255.16;53;DIGITALOCEAN-ASN
107.173.202.167;31;AS-COLOCROSSING
107.174.63.135;37;AS-COLOCROSSING
107.241.64.4;29;ATT-MOBILITY-LLC-AS20057
108.20.221.188;44;UUNET
108.21.89.29;40;UUNET
108.29.210.210;52;UUNET
108.31.200.226;55;UUNET
108.35.172.221;30;UUNET
108.166.190.147;35;ZC38-AS1
108.188.39.148;44;BHN-33363
108.190.199.157;28;BHN-33363
109.5.38.2;38;SFR SA
109.48.250.54;42;Nos Comunicacoes, S.A.
109.70.189.162;25;JSC Elektrosvyaz
109.71.177.24;42;Smart Telecom Limited
109.73.33.126;22;JSC Mastertel
109.73.41.117;39;JSC Mastertel
109.74.69.36;28;LLC Babilon-T
109.74.70.38;49;LLC Babilon-T
109.74.139.98;36;OOO WestCall Ltd.
109.75.36.41;16;Ucom CJSC
109.75.40.243;33;Ucom CJSC
109.75.44.193;37;Ucom CJSC
109.75.139.223;35;Ltd Maxima
109.86.165.83;27;Content Delivery Network Ltd
109.87.32.78;40;Content Delivery Network Ltd
109.87.176.149;23;Content Delivery Network Ltd
109.92.240.178;45;TELEKOM SRBIJA a.d.
109.92.241.202;29;TELEKOM SRBIJA a.d.
109.101.211.226;30;Telekom Romania Communication S.A
109.107.239.127;28;Batelco Jordan
109.115.45.179;59;Vodafone Italia S.p.A.
109.115.166.5;41;Vodafone Italia S.p.A.
109.116.109.130;36;Vodafone Italia S.p.A.
109.120.20.82;39;Omskie kabelnye seti Ltd.
109.121.50.79;19;Drustvo za telekomunikacije Orion telekom doo Beograd-Zemun
109.122.86.150;26;Moja Supernova Doo Beograd
109.124.94.146;44;PJSC MegaFon
109.126.5.118;28;Krivets Sergey Sergeevich
109.152.210.137;20;British Telecommunications PLC
109.162.45.7;15;Kyivstar PJSC
109.163.193.66;48;Smartnet Too
109.167.219.211;51;JSC ER-Telecom Holding
109.170.14.42;37;Net By Net Holding LLC
109.172.244.82;15;Magticom Ltd.
109.177.41.153;20;Emirates Telecommunications Corporation
109.187.173.170;20;PJSC Bashinformsvyaz
109.188.84.122;53;PJSC MegaFon
109.188.85.132;24;PJSC MegaFon
109.195.203.134;46;JSC ER-Telecom Holding
109.196.65.163;20;Trytech Ltd.
109.196.75.15;43;Trytech Ltd.
109.196.78.89;23;Trytech Ltd.
109.197.194.109;32;Telecom.ru Ltd
109.198.28.94;17;Moja Supernova Doo Beograd
109.198.107.237;45;Center-Telekom LLC
109.198.111.127;25;Center-Telekom LLC
109.198.118.211;42;Center-Telekom LLC
109.198.193.43;46;Rostelecom
109.198.193.163;58;Rostelecom
109.200.119.182;16;UGMK-Telecom LLC
109.201.1.18;33;Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS
109.201.24.74;48;Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS
109.202.9.52;41;JSC Avantel
109.205.114.186;59;ScopeSky for communications, internet and technology services LLC
109.207.91.120;18;Ivanteevskie telecommunicacii Ltd
109.210.173.201;18;Orange
109.224.34.227;15;EarthLink Ltd. Communications&Internet Services
109.224.39.221;23;EarthLink Ltd. Communications&Internet Services
109.225.41.49;47;38, Teatralnaya st.
109.225.42.141;40;38, Teatralnaya st.
109.225.42.155;40;38, Teatralnaya st.
109.225.42.156;49;38, Teatralnaya st.
109.225.42.166;51;38, Teatralnaya st.
109.226.252.42;56;Orion Telecom LLC
109.228.233.201;47;Millenicom GmbH
109.230.78.86;37;Boomerang Rayaneh
109.237.1.210;19;OOO Kompaniya Etype
109.237.194.19;33;Vtel Holdings Limited/jordan Co.
109.237.195.56;32;Vtel Holdings Limited/jordan Co.
109.237.233.2;22;Limited Liability Company Kvant
109.238.80.226;20;LLC PioneerNet
109.238.237.211;43;JSC Silknet
109.238.238.78;52;JSC Silknet
109.247.229.126;50;Altibox AS
109.251.162.107;15;Freenet LTD
109.252.248.186;42;PJSC Moscow city telephone network
109.254.170.114;44;Donbass Electronic Communications Ltd.
109.254.254.24;43;Donbass Electronic Communications Ltd.
110.1.96.125;30;FreeBit Co.,Ltd.
110.4.252.249;19;Asahi Net
110.7.52.148;23;CHINA UNICOM China169 Backbone
110.34.1.83;48;Subisu Cablenet Pvt Ltd, Baluwatar, Kathmandu, Nepal
110.36.223.42;16;National WiMAXIMS environment
110.36.234.130;57;National WiMAXIMS environment
110.37.11.124;49;National WiMAXIMS environment
110.39.8.2;31;National WiMAXIMS environment
110.39.18.150;46;National WiMAXIMS environment
110.39.43.242;23;National WiMAXIMS environment
110.39.55.26;49;National WiMAXIMS environment
110.39.134.66;17;National WiMAXIMS environment
110.39.146.26;53;National WiMAXIMS environment
110.39.191.38;41;National WiMAXIMS environment
110.44.124.89;48;Vianet Communications Pvt. Ltd.
110.49.15.215;50;SBN-ISPAWN-ISP and SBN-NIXAWN-NIX
110.49.30.74;55;SBN-ISPAWN-ISP and SBN-NIXAWN-NIX
110.49.54.162;56;SBN-ISPAWN-ISP and SBN-NIXAWN-NIX
110.49.68.202;37;SBN-ISPAWN-ISP and SBN-NIXAWN-NIX
110.77.136.144;46;CAT TELECOM Public Company Ltd,CAT
110.77.138.33;54;CAT TELECOM Public Company Ltd,CAT
110.77.139.210;51;CAT TELECOM Public Company Ltd,CAT
110.77.145.15;17;CAT TELECOM Public Company Ltd,CAT
110.77.146.6;26;CAT TELECOM Public Company Ltd,CAT
110.77.148.214;17;CAT TELECOM Public Company Ltd,CAT
110.77.220.186;47;CAT TELECOM Public Company Ltd,CAT
110.78.81.18;57;The Communication Authoity of Thailand, CAT
110.78.113.155;15;The Communication Authoity of Thailand, CAT
110.78.152.95;19;CAT TELECOM Public Company Ltd,CAT
110.78.152.169;15;CAT TELECOM Public Company Ltd,CAT
110.78.154.183;15;CAT TELECOM Public Company Ltd,CAT
110.78.164.6;49;CAT TELECOM Public Company Ltd,CAT
110.78.164.86;54;CAT TELECOM Public Company Ltd,CAT
110.78.164.210;43;CAT TELECOM Public Company Ltd,CAT
110.78.165.17;20;CAT TELECOM Public Company Ltd,CAT
110.93.216.238;50;Transworld Associates Pvt. Ltd.
110.93.230.37;45;Trans World Enterprise Services Private Limited
110.93.246.87;43;Trans World Enterprise Services Private Limited
110.139.224.93;20;PT Telekomunikasi Indonesia
110.141.24.197;32;Telstra Corporation Ltd
110.157.232.46;15;Chinanet
110.166.70.22;32;Qinghai Telecom
110.167.169.106;32;Qinghai Telecom
110.167.201.142;44;Qinghai Telecom
110.167.224.254;23;Qinghai Telecom
110.170.59.130;25;TRUE INTERNET Co.,Ltd.
110.172.161.90;41;AS Number for Interdomain Routing
110.172.163.107;35;ELXIRE DATA SERVICES PVT. LTD.
110.173.188.220;16;Primesoftex Ltd
110.178.33.63;15;Chinanet
110.185.161.131;21;Chinanet
110.185.172.238;17;Chinanet
110.227.189.78;25;Bharti Airtel Ltd., Telemedia Services
110.227.215.239;29;Bharti Airtel Ltd., Telemedia Services
110.227.222.212;42;Bharti Airtel Ltd., Telemedia Services
110.235.142.144;18;RADIUS TELECOMS, INC.
111.1.76.39;18;China Mobile communications corporation
111.3.51.122;34;China Mobile communications corporation
111.3.153.247;43;China Mobile communications corporation
111.8.88.150;32;China Mobile communications corporation
111.10.242.56;18;Guangdong Mobile Communication Co.Ltd.
111.11.82.156;56;Hebei Mobile Communication Company Limited
111.11.87.87;50;Hebei Mobile Communication Company Limited
111.11.105.78;15;Hebei Mobile Communication Company Limited
111.11.109.101;15;Hebei Mobile Communication Company Limited
111.12.81.50;42;Guangdong Mobile Communication Co.Ltd.
111.22.34.77;47;China Mobile communications corporation
111.22.74.168;17;China Mobile communications corporation
111.22.76.184;35;China Mobile communications corporation
111.22.76.186;19;China Mobile communications corporation
111.28.163.130;54;Guangdong Mobile Communication Co.Ltd.
111.28.234.106;48;Guangdong Mobile Communication Co.Ltd.
111.38.27.251;32;Guangdong Mobile Communication Co.Ltd.
111.38.36.219;59;Guangdong Mobile Communication Co.Ltd.
111.38.174.158;52;Guangdong Mobile Communication Co.Ltd.
111.38.174.199;56;Guangdong Mobile Communication Co.Ltd.
111.39.47.229;19;Guangdong Mobile Communication Co.Ltd.
111.39.121.68;38;Guangdong Mobile Communication Co.Ltd.
111.39.142.111;24;Guangdong Mobile Communication Co.Ltd.
111.50.75.197;18;Guangdong Mobile Communication Co.Ltd.
111.50.167.162;53;Guangdong Mobile Communication Co.Ltd.
111.52.243.250;35;China Mobile communications corporation
111.52.255.54;32;China Mobile communications corporation
111.53.11.248;32;China Mobile communications corporation
111.53.15.134;42;China Mobile communications corporation
111.53.26.206;18;China Mobile communications corporation
111.53.52.42;38;China Mobile communications corporation
111.53.68.218;42;China Mobile communications corporation
111.53.96.142;41;China Mobile communications corporation
111.53.150.9;47;China Mobile communications corporation
111.55.136.192;23;Guangdong Mobile Communication Co.Ltd.
111.56.35.82;34;Guangdong Mobile Communication Co.Ltd.
111.56.79.51;19;Guangdong Mobile Communication Co.Ltd.
111.56.138.28;25;Guangdong Mobile Communication Co.Ltd.
111.56.169.158;34;Guangdong Mobile Communication Co.Ltd.
111.56.175.2;39;Guangdong Mobile Communication Co.Ltd.
111.56.183.88;38;Guangdong Mobile Communication Co.Ltd.
111.56.183.89;31;Guangdong Mobile Communication Co.Ltd.
111.57.17.45;43;Guangdong Mobile Communication Co.Ltd.
111.57.19.58;30;Guangdong Mobile Communication Co.Ltd.
111.59.11.164;54;Guangdong Mobile Communication Co.Ltd.
111.59.86.7;47;Guangdong Mobile Communication Co.Ltd.
111.59.147.194;52;Guangdong Mobile Communication Co.Ltd.
111.59.152.195;55;Guangdong Mobile Communication Co.Ltd.
111.59.155.66;44;Guangdong Mobile Communication Co.Ltd.
111.59.250.18;52;Guangdong Mobile Communication Co.Ltd.
111.61.5.234;57;Hebei Mobile Communication Company Limited
111.61.75.10;59;Hebei Mobile Communication Company Limited
111.61.77.241;59;Hebei Mobile Communication Company Limited
111.61.103.247;49;Hebei Mobile Communication Company Limited
111.61.109.157;25;Hebei Mobile Communication Company Limited
111.61.141.219;44;Hebei Mobile Communication Company Limited
111.61.143.168;54;Hebei Mobile Communication Company Limited
111.61.207.169;50;Hebei Mobile Communication Company Limited
111.63.44.55;52;Hebei Mobile Communication Company Limited
111.63.58.41;59;Hebei Mobile Communication Company Limited
111.68.96.22;32;PERN AS Content Servie Provider, Islamabad, Pakistan
111.68.103.8;19;PERN AS Content Servie Provider, Islamabad, Pakistan
111.68.103.14;21;PERN AS Content Servie Provider, Islamabad, Pakistan
111.68.104.133;17;PERN AS Content Servie Provider, Islamabad, Pakistan
111.68.104.157;23;PERN AS Content Servie Provider, Islamabad, Pakistan
111.68.105.216;22;PERN AS Content Servie Provider, Islamabad, Pakistan
111.75.199.5;19;Chinanet
111.75.199.8;55;Chinanet
111.75.214.57;17;Chinanet
111.90.171.194;57;Ishans Network
111.90.179.70;35;ANGKOR DATA COMMUNICATION
111.93.2.114;58;Tata Teleservices ISP AS
111.93.7.1;59;Tata Teleservices ISP AS
111.93.13.4;19;Tata Teleservices ISP AS
111.93.66.235;30;Tata Teleservices ISP AS
111.93.178.106;52;Tata Teleservices ISP AS
111.93.207.227;47;Tata Teleservices ISP AS
111.93.231.118;29;Tata Teleservices ISP AS
111.121.223.244;52;Chinanet
111.125.66.146;47;Converge ICT Solutions Inc.
111.125.70.104;27;Converge ICT Solutions Inc.
111.125.71.23;28;Converge ICT Solutions Inc.
111.161.41.132;27;CHINA UNICOM China169 Backbone
111.221.54.44;36;Orient Telecoms Sdn. Bhd
111.221.54.108;38;Orient Telecoms Sdn. Bhd
111.221.54.148;44;Orient Telecoms Sdn. Bhd
111.223.2.85;22;SBR Telecom Pvt. Ltd
111.223.3.164;32;SBR Telecom Pvt. Ltd
111.229.184.146;22;Shenzhen Tencent Computer Systems Company Limited
111.229.232.159;27;Shenzhen Tencent Computer Systems Company Limited
111.230.10.59;22;Shenzhen Tencent Computer Systems Company Limited
111.231.15.224;26;Shenzhen Tencent Computer Systems Company Limited
111.235.211.189;59;Taiwan Intelligent Fiber Optic Network Co.,Ltd.
111.246.68.226;18;Data Communication Business Group
112.11.138.93;44;China Mobile communications corporation
112.11.140.111;49;China Mobile communications corporation
112.11.190.156;57;China Mobile communications corporation
112.12.20.145;57;China Mobile communications corporation
112.12.94.174;49;China Mobile communications corporation
112.15.91.9;17;China Mobile communications corporation
112.15.117.167;57;China Mobile communications corporation
112.15.210.143;53;China Mobile communications corporation
112.16.3.246;50;China Mobile communications corporation
112.16.32.247;21;China Mobile communications corporation
112.16.168.236;40;China Mobile communications corporation
112.17.175.90;57;China Mobile communications corporation
112.21.188.73;31;China Mobile communications corporation
112.26.120.24;36;Guangdong Mobile Communication Co.Ltd.
112.27.224.118;53;Guangdong Mobile Communication Co.Ltd.
112.28.151.36;29;Guangdong Mobile Communication Co.Ltd.
112.31.22.147;23;Guangdong Mobile Communication Co.Ltd.
112.31.185.171;17;Guangdong Mobile Communication Co.Ltd.
112.53.191.202;21;China Mobile communications corporation
112.53.236.6;48;Guangdong Mobile Communication Co.Ltd.
112.54.99.212;39;China Mobile communications corporation
112.54.108.133;17;Hebei Mobile Communication Company Limited
112.72.8.106;50;SKYMEDIA CORPORATION LLC
112.78.131.114;17;BIZNET NETWORKS
112.102.194.5;21;Chinanet
112.104.96.158;16;Digital United Inc.
112.109.19.210;43;PT. DATA Utama Dinamika
112.120.78.34;32;HKT Limited
112.133.193.253;28;RailTel Corporation of India Ltd
112.133.200.102;50;RailTel Corporation of India Ltd
112.133.204.23;53;RailTel Corporation of India Ltd
112.133.238.45;23;RailTel Corporation of India Ltd
112.134.8.140;19;Sri Lanka Telecom Internet
112.134.136.234;15;Sri Lanka Telecom Internet
112.134.207.122;20;Sri Lanka Telecom Internet
112.134.244.222;24;Sri Lanka Telecom Internet
112.197.0.16;39;SaiGon Tourist cable Televition Company
112.197.0.17;49;SaiGon Tourist cable Televition Company
112.197.58.49;56;SaiGon Tourist cable Televition Company
112.198.47.26;51;Globe Telecoms
112.199.55.93;51;Eastern Telecoms Phils., Inc.
112.199.65.130;54;Eastern Telecoms Phils., Inc.
112.199.81.117;27;Eastern Telecoms Phils., Inc.
112.200.1.163;21;Philippine Long Distance Telephone Company
112.203.225.12;17;Philippine Long Distance Telephone Company
112.205.152.202;32;Philippine Long Distance Telephone Company
112.205.194.193;29;Philippine Long Distance Telephone Company
112.206.6.90;38;Philippine Long Distance Telephone Company
112.213.110.8;25;Sun Network Hong Kong Limited - HongKong Backbone
113.160.173.180;57;VNPT Corp
113.167.116.173;30;VNPT Corp
113.176.89.19;27;VNPT Corp
113.161.217.10;35;VNPT Corp
113.160.223.241;37;VNPT Corp
113.162.247.27;21;VNPT Corp
113.161.91.105;56;VNPT Corp
113.160.204.188;32;VNPT Corp
113.161.166.54;43;VNPT Corp
113.184.204.184;29;VNPT Corp
113.160.180.181;16;VNPT Corp
113.21.75.123;25;WISH NET PRIVATE LIMITED
113.161.84.203;48;VNPT Corp
113.164.176.30;26;VNPT Corp
113.137.46.2;27;CHINANET SHAANXI province Cloud Base network
113.160.108.72;49;VNPT Corp
113.160.182.244;35;VNPT Corp
113.160.72.162;40;VNPT Corp
113.164.100.25;19;VNPT Corp
113.161.79.248;58;VNPT Corp
113.161.74.237;27;VNPT Corp
113.160.156.86;21;VNPT Corp
113.167.236.180;23;VNPT Corp
113.162.84.11;45;VNPT Corp
113.161.160.30;52;VNPT Corp
113.163.69.102;38;VNPT Corp
113.163.222.96;19;VNPT Corp
113.179.53.91;22;VNPT Corp
113.174.246.79;27;VNPT Corp
113.161.163.147;47;VNPT Corp
113.161.86.198;15;VNPT Corp
113.161.204.143;16;VNPT Corp
113.190.46.234;37;VNPT Corp
113.176.84.15;22;VNPT Corp
113.53.94.183;17;TOT Public Company Limited
113.160.180.16;18;VNPT Corp
113.176.107.87;41;VNPT Corp
113.164.79.221;33;VNPT Corp
113.190.253.62;52;VNPT Corp
113.161.7.170;21;VNPT Corp
113.161.210.92;45;VNPT Corp
113.161.7.144;50;VNPT Corp
113.176.92.59;47;VNPT Corp
113.160.202.9;48;VNPT Corp
113.160.173.74;36;VNPT Corp
113.176.7.225;21;VNPT Corp
113.167.43.148;15;VNPT Corp
113.164.66.249;33;VNPT Corp
113.161.235.85;19;VNPT Corp
113.160.186.49;42;VNPT Corp
113.193.180.34;42;Tikona Infinet Ltd.
113.160.178.172;51;VNPT Corp
113.177.174.200;16;VNPT Corp
113.165.166.144;43;VNPT Corp
113.160.198.88;40;VNPT Corp
113.170.128.93;33;VNPT Corp
113.174.46.114;16;VNPT Corp
113.176.96.206;21;VNPT Corp
113.161.92.227;22;VNPT Corp
113.164.131.33;38;VNPT Corp
113.28.141.247;19;HKT Limited
113.186.229.206;20;VNPT Corp
113.178.66.55;35;VNPT Corp
113.175.81.96;37;VNPT Corp
113.160.209.66;51;VNPT Corp
113.160.148.67;45;VNPT Corp
113.160.248.192;50;VNPT Corp
113.190.40.18;15;VNPT Corp
113.165.94.141;30;VNPT Corp
113.160.112.46;17;VNPT Corp
113.163.157.66;32;VNPT Corp
113.168.234.192;50;VNPT Corp
113.28.5.13;21;HKT Limited
113.160.163.94;26;VNPT Corp
113.180.214.221;18;VNPT Corp
113.161.56.21;41;VNPT Corp
113.176.46.190;48;VNPT Corp
113.161.92.137;52;VNPT Corp
113.160.224.37;40;VNPT Corp
113.174.246.220;19;VNPT Corp
113.183.134.20;18;VNPT Corp
113.193.189.66;19;Tikona Infinet Ltd.
113.164.131.49;50;VNPT Corp
113.161.217.169;28;VNPT Corp
113.171.174.248;36;VNPT Corp
113.179.206.38;25;VNPT Corp
113.176.70.73;41;VNPT Corp
113.162.247.2;46;VNPT Corp
113.160.221.30;33;VNPT Corp
113.162.244.25;55;VNPT Corp
113.160.226.116;44;VNPT Corp
113.164.131.81;35;VNPT Corp
113.160.188.56;16;VNPT Corp
113.161.0.155;38;VNPT Corp
113.160.224.159;45;VNPT Corp
113.176.163.59;57;VNPT Corp
113.170.218.48;17;VNPT Corp
113.160.132.84;49;VNPT Corp
113.160.149.43;51;VNPT Corp
113.163.69.57;15;VNPT Corp
113.161.42.58;31;VNPT Corp
113.161.71.2;31;VNPT Corp
113.164.131.82;26;VNPT Corp
113.190.233.129;31;VNPT Corp
113.176.84.54;41;VNPT Corp
113.164.229.67;35;VNPT Corp
113.176.99.219;15;VNPT Corp
113.30.188.235;27;
113.161.240.145;44;VNPT Corp
113.164.94.114;56;VNPT Corp
113.160.173.118;20;VNPT Corp
113.61.111.98;20;L.C.S Company.,ltd
113.160.185.13;48;VNPT Corp
113.171.180.182;15;VNPT Corp
113.108.8.125;27;China Telecom Group
113.161.179.24;41;VNPT Corp
113.164.131.50;32;VNPT Corp
113.160.117.2;15;VNPT Corp
113.30.150.23;55;
113.160.133.66;16;VNPT Corp
113.53.226.88;45;TOT Public Company Limited
113.171.178.249;19;VNPT Corp
113.161.18.121;39;VNPT Corp
113.180.120.148;22;VNPT Corp
113.160.198.67;19;VNPT Corp
113.176.142.22;55;VNPT Corp
113.203.205.16;45;Connect Communications
113.161.55.242;25;VNPT Corp
